farm_id,code,add_code,addr1,addr2,addr3,f.add_code,f.addr1,f.addr2,f.addr3,p1.age,p1.sex,toddler,kinder,elem,middle,high,parents,child,teenager,age_c,index7
거제시_2_0_0_0,393242,4476033000,충청남도,부여군,외산면,4831033000,경상남도,거제시,남부면,48,2,0,0,0,0,0,0,0,0,2,2
거제시_2_0_0_0,413948,4885035000,경상남도,하동군,고전면,4831057000,경상남도,거제시,장평동,49,1,0,0,0,0,0,0,0,0,2,2
거제시_2_0_0_0,556130,4888040000,경상남도,거창군,가조면,4831057000,경상남도,거제시,장평동,41,1,0,0,0,0,0,0,0,0,2,2
거제시_2_0_0_0,548681,4715040000,경상북도,김천시,조마면,4831055000,경상남도,거제시,옥포1동,43,1,0,0,0,0,0,0,0,0,2,2
거제시_2_0_0_0,499830,4888040000,경상남도,거창군,가조면,4831057000,경상남도,거제시,장평동,41,1,0,0,0,0,0,0,0,0,2,2
거제시_2_0_1_0,405305,4889043000,경상남도,합천군,삼가면,4831036000,경상남도,거제시,사등면,48,1,0,0,0,0,1,0,0,1,2,3
거제시_2_1_1_0,421343,4831036000,경상남도,거제시,사등면,4831036600,경상남도,거제시,사등면가조출장소,46,1,0,0,1,1,1,0,1,1,2,3
거제시_3_0_0_0,522237,4824035000,경상남도,사천시,곤양면,4831056000,경상남도,거제시,옥포2동,55,1,0,0,0,0,0,0,0,0,3,2
거제시_3_0_0_0,459280,4817040000,경상남도,진주시,대곡면,4831057000,경상남도,거제시,장평동,55,1,0,0,0,0,0,0,0,0,3,2
거제시_3_0_0_0,451923,4783036000,경상북도,고령군,우곡면,4831051000,경상남도,거제시,장승포동,57,1,0,0,0,0,0,0,0,0,3,2
거제시_3_0_0_0,399382,4677033000,전라남도,고흥군,금산면,4831051000,경상남도,거제시,장승포동,58,1,0,0,0,0,0,0,0,0,3,2
거제시_3_0_0_0,472483,4677033000,전라남도,고흥군,금산면,4831051000,경상남도,거제시,장승포동,58,1,0,0,0,0,0,0,0,0,3,2
거제시_3_0_0_0,436775,4872042000,경상남도,의령군,유곡면,4831032000,경상남도,거제시,동부면,58,2,0,0,0,0,0,0,0,0,3,2
거제시_3_0_0_0,509686,4831039000,경상남도,거제시,장목면,4831056000,경상남도,거제시,옥포2동,54,1,0,0,0,0,0,0,0,0,3,2
거제시_3_0_0_0,550315,4882035000,경상남도,고성군,대가면,4831058000,경상남도,거제시,고현동,59,2,0,0,0,0,0,0,0,0,3,2
거제시_3_0_0_0,383713,4374038000,충청북도,영동군,학산면,4831060000,경상남도,거제시,수양동,59,1,0,0,0,0,0,0,0,0,3,2
거제시_3_0_0_0,526277,4888033000,경상남도,거창군,고제면,4831037000,경상남도,거제시,연초면,54,1,0,0,0,0,0,0,0,0,3,2
거제시_3_0_1_0,508302,4374038000,충청북도,영동군,학산면,4831038000,경상남도,거제시,하청면,59,1,0,0,0,0,1,0,0,1,3,3
거제시_3_0_1_0,497836,4831039000,경상남도,거제시,장목면,4831058000,경상남도,거제시,고현동,55,1,0,0,0,0,1,0,0,1,3,3
거제시_4_0_0_0,484257,4480036000,충청남도,홍성군,결성면,4831058000,경상남도,거제시,고현동,67,2,0,0,0,0,0,0,0,0,4,2
거제시_4_0_0_0,463138,4872025000,경상남도,의령군,의령읍,4831056000,경상남도,거제시,옥포2동,64,2,0,0,0,0,0,0,0,0,4,2
