,rn,total_cnt,file_infos,regist_id,regist_nm,regist_dt,regist_date,updt_id,updt_nm,updt_dt,updt_date,data_id,data_nm,dataset_nm,dataset_dc,data_dc,cl_code,cl_full_nm,cl_nm_new,grid_provd_ennc,file_provd_ennc,api_provd_ennc,link_provd_ennc,raw_data_provd_ennc,entity_id,api_id,provd_instt_id,provd_instt_nm,jrsd_instt_code,jrsd_instt_nm,kwrd_one,kwrd_two,kwrd_three,job_charger_psitn,job_charger_nm,job_charger_tlphon_no,dataset_rm,lang,lang_nm,hold_stl_code,hold_stle_nm,updt_cycle_code,updt_cycle_nm,nxttrm_regist_prarnde,threeman_right_incls_ennc,ccl_code,ccl_nm,opn_year,realm_code,rdcnt,data_rm,tot_cnt,map_provd_ennc,chart_provd_ennc
913,914,1054,,,,2019.10.14,,,,,,20191014000000001269,시설인허가(하천점용허가)_20190926 ,한국농어촌공사_시설인허가,,한국농어촌공사에서 관리하는 농업생산기반시설의 인허가 정보 ,1500,시설장비,,,Y,,N,,,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,3,,0,,
914,915,1054,,,,2019.10.14,,,,,,20191014000000001270,고객의소리 처리정보_20181231 ,한국농어촌공사_고객의소리 처리 정보,,한국농어촌공사 홈페이지 &amp;amp;#39;고객의소리(문의)&amp;amp;#39; 게시판을 통해 접수된 고객의소리 처리 정보 ,2401,농업정책 > 국내정책,,,Y,,N,,,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,7,,0,,
915,916,1054,,,,2019.10.14,,,,,,20191014000000001272,한국농어촌공사 지하수관측소정보(2019년) ,한국농어촌공사 지하수관측소정보,,"한국농어촌공사에서 운영,관리하는 지하수관측소 정보(농어촌 지하수의 개발,이용 및 보전,관리를 위한 관측망 운영) ",1702,농촌복지 > 농촌개발,,,Y,,N,,,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,5,,0,,
916,917,1054,,,,2019.10.14,,,,,,20191014000000001273,한국농어촌공사_농업용저수지 수질정보_공사조사수질(2015년) ,한국농어촌공사_농업용저수지 수질정보 ,,"한국농어촌공사가 관리하는 농업용수로 사용되는 저수지의 주소,담당관리기관,조사일자, 수질정보 등 ",1402,농지용수 > 농업용수,,,Y,,N,,,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,16,,0,,
917,918,1054,,,,2019.10.14,,,,,,20191014000000001279,한국농어촌공사_농업용저수지 수질정보_측정망수질(2017년) ,한국농어촌공사_농업용저수지 수질정보 ,,"한국농어촌공사가 관리하는 농업용수로 사용되는 저수지의 주소, 담당관리기관, 조사일자, 수질정보 등 ",1402,농지용수 > 농업용수,,,Y,,N,,,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,12,,0,,
918,919,1054,,,,2019.10.14,,,,,,20191014000000001283,한국농어촌공사_농업기반시설제원_저수지_2018,농업기반시설 시설제원,,한국농어촌공사 농업기반시설제원 저수지(표준코드/시설명/소재지/착공년도/준공년도/종별/구분/제원 등) ,1500,시설장비,,,Y,,N,,,,201410120007,한국농어촌공사,,,,,,,,,,,,,,,,,,,,,open,24,,0,,
919,920,1054,,,,2019.10.14,,,,,,20191014000000001293,한국마사회 전자입찰 계약정보,한국마사회 계약정보 ,,"한국마사회에서 제공하는 전자입찰 정보입니다.
(계약정보, 낙찰정보, 공고정보 등) ",1800,말산업,,,,,Y,,,,201410120012,한국마사회,,,,,,,,,,,,,,,,,,,,,open,4,,0,,
920,921,1054,,,,2019.10.14,,,,,,20191014000000001297,농림식품 경제사회 R&amp;amp;amp;D 과제정보(2017년 12월),농림식품 경제사회 R&amp;D 과제정보,,"농림식품 경제사회 연구개발사업의(사업명, 과제번호, 과제명, 주관연구기관, 연구시작년도, 연구종료년도, 연구비, 연구내용)",1702,농촌복지 > 농촌개발,,,Y,,N,,,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,1,,0,,
921,922,1054,,,,2019.10.14,,,,,,20191014000000001306,농림식품 기계시스템 R&amp;amp;amp;D 과제정보(2017년 12월),농림식품 기계시스템 R&amp;D 과제정보,,"농림식품 기계시스템 연구개발사업의(사업명, 과제번호, 과제명, 주관연구기관, 연구시작년도, 연구종료년도, 연구비, 연구내용)",1500,시설장비,,,Y,,N,,,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,2,,0,,
922,923,1054,,,,2019.10.14,,,,,,20191014000000001309,2017년 종료 농림식품 농산 R&amp;amp;amp;D 과제정보 ,농림식품 농산 R&amp;D 과제정보,,"2017년 종료 농림식품 농산 연구개발사업의(사업명, 과제번호, 과제명, 주관연구기관, 연구시작년도, 연구종료년도, 연구비, 연구내용) ",1909,농축산기술 > R&D,,,Y,,N,,,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,2,,0,,
923,924,1054,,,,2019.10.14,,,,,,20191014000000001311,2018년 종료 농림식품 농산 R&amp;amp;amp;D 과제정보 ,농림식품 농산 R&amp;D 과제정보,,"
2018년 종료 농림식품 농산 연구개발사업의(사업명, 과제번호, 과제명, 주관연구기관, 연구시작년도, 연구종료년도, 연구비, 연구내용)  ",1909,농축산기술 > R&D,,,Y,,N,,,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,4,,0,,
924,925,1054,,,,2019.10.14,,,,,,20191014000000001312,2018년 종료 농림식품 기계시스템 R&amp;amp;amp;D 논문정보,농림식품 기계시스템 R&amp;D 논문정보,,"2018년 종료 농림식품 기계시스템 연구개발사업 논문의(과제번호, 사업명, 연구책임자, 논문명, 학술년도, 저자, 학술지명)",1500,시설장비,,,Y,,N,,,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,1,,0,,
925,926,1054,,,,2019.10.14,,,,,,20191014000000001313,농림식품 농산 R&amp;amp;amp;amp;D 과제정보(2017년 12월) ,농림식품 농산 R&amp;D 과제정보,,"농림식품 농산 연구개발사업의(사업명, 과제번호, 과제명, 주관연구기관, 연구시작년도, 연구종료년도, 연구비, 연구내용) ",1909,농축산기술 > R&D,,,Y,,N,,,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,1,,0,,
926,927,1054,,,,2019.10.14,,,,,,20191014000000001314,2017년 종료 농림식품 기계시스템 R&amp;amp;amp;D 논문정보,농림식품 기계시스템 R&amp;D 논문정보,,"2017년 종료 농림식품 기계시스템 연구개발사업 논문의(과제번호, 사업명, 연구책임자, 논문명, 학술년도, 저자, 학술지명)",1500,시설장비,,,Y,,N,,,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,2,,0,,
927,928,1054,,,,2019.10.14,,,,,,20191014000000001321,2017년 종료 농림식품 기계시스템 R&amp;amp;amp;D 특허정보,농림식품 기계시스템 R&amp;D 특허정보,,"2017년 종료 농림식품 기계시스템 연구개발사업 특허의(과제번호, 사업명, 과제명, 연구책임자, 특허명, 출원기관/인, 등록년도, 출원국가)",1500,시설장비,,,N,,Y,,,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,6,,0,,
928,929,1054,,,,2019.10.14,,,,,,20191014000000001323,농림식품 기계시스템 R&amp;amp;amp;D 특허정보(2017년 12월),농림식품 기계시스템 R&amp;D 특허정보,,"농림식품 기계시스템 R&amp;amp;amp;D 특허정보의(과제번호, 과제명, 연구책임자, 특허명, 출연기관/인, 등록년도, 출원국가)",1500,시설장비,,,Y,,N,,,,201410120011,농림수산식품기술기획평가원,,,,,,,,,,,,,,,,,,,,,open,4,,0,,
929,930,1054,,,,2019.10.11,,,,,,20191011000000001224,학교급식_2018년 공고_20190927 ,학교급식 입찰정보,,한국농수산식품유통공사 학교급식 2018년 공고 ,1303,유통 > 유통관리,,,Y,,N,,,,201410120008,한국농수산식품유통공사,,,,,,,,,,,,,,,,,,,,,open,11,,0,,
930,931,1054,,,,2019.10.11,,,,,,20191011000000001226,한국농수산식품유통공사 aT센터 행사현황_2018 ,한국농수산식품유통공사 aT센터 정보,,"양재동 aT센터에서 개최하는 전시회, 이벤트, 박람회, 행사 정보 제공 ",1303,유통 > 유통관리,,,Y,,N,,,,201410120008,한국농수산식품유통공사,,,,,,,,,,,,,,,,,,,,,open,8,,0,,
931,932,1054,,,,2019.10.11,,,,,,20191011000000001230,2016년-2018년 지역별 품질인증 농촌교육농장 목록,농촌진흥청 농촌교육농장 정보,,"농촌진흥청에서 제공하는 지역별 품질인증 농촌교육농장 목록(;16~&amp;amp;#39;18인증, 152개소)",1202,산림 > 휴양문화,,,Y,,N,,,,201410120013,농촌진흥청,,,,,,,,,,,,,,,,,,,,,open,11,,0,,
932,933,1054,,,,2019.10.11,,,,,,20191011000000001232,농촌교육농장 검색 서비스,농촌진흥청 농촌교육농장 정보,,농촌교육농장 검색 서비스,1202,산림 > 휴양문화,,,,N,Y,,,,201410120013,농촌진흥청,,,,,,,,,,,,,,,,,,,,,open,27,,0,,
933,934,1054,,,,2019.10.11,,,,,,20191011000000001234,병해충 예찰정보,농촌진흥청 병해충 정보,,병해충 예찰정보,1905,농축산기술 > 병해충,,,,,Y,,,,201410120013,농촌진흥청,,,,,,,,,,,,,,,,,,,,,open,31,,0,,
